Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
stashbox-custom,STASHBOX - Custom Design Storage Box,"<p><strong>STASHBOX - Premium Storage Solution with Custom Design Options</strong></p><p>Elevate your storage game with our premium STASHBOX collection. Choose from a vibrant selection of colors and make it uniquely yours by uploading your own custom design!</p><p><strong>Features:</strong></p><ul><li>High-quality PLA construction</li><li>Perfect for organizing small items</li><li>Secure closure mechanism</li><li>Stackable design</li><li>12+ stunning colors available</li><li>Custom design upload option</li></ul>",STASHBOX,Arts & Entertainment > Hobbies & Creative Arts,Storage Box,"storage, custom, personalized, stashbox, organizer",TRUE,Color,Black,Design,Standard,,,STB-BLK-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,1,STASHBOX Black Standard,FALSE,STASHBOX Custom Storage Box,Premium customizable storage box,,,,,new,FALSE,,g,,15,TRUE,,,TRUE,,,active
stashbox-custom,,,,,,,,,Black,Design,Custom Upload,,,STB-BLK-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,2,STASHBOX Black Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Blue Premium,Design,Standard,,,STB-BLU-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,3,STASHBOX Blue Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Blue Premium,Design,Custom Upload,,,STB-BLU-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,4,STASHBOX Blue Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Brown,Design,Standard,,,STB-BRN-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,5,STASHBOX Brown Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Brown,Design,Custom Upload,,,STB-BRN-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,6,STASHBOX Brown Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Dark Blue,Design,Standard,,,STB-DBL-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,7,STASHBOX Dark Blue Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Dark Blue,Design,Custom Upload,,,STB-DBL-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,8,STASHBOX Dark Blue Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Gray,Design,Standard,,,STB-GRY-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,9,STASHBOX Gray Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Gray,Design,Custom Upload,,,STB-GRY-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,10,STASHBOX Gray Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Green,Design,Standard,,,STB-GRN-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,11,STASHBOX Green Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Green,Design,Custom Upload,,,STB-GRN-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,12,STASHBOX Green Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Neon Green,Design,Standard,,,STB-NGR-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,13,STASHBOX Neon Green Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Neon Green,Design,Custom Upload,,,STB-NGR-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,14,STASHBOX Neon Green Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Orange,Design,Standard,,,STB-ORG-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,15,STASHBOX Orange Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Orange,Design,Custom Upload,,,STB-ORG-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,16,STASHBOX Orange Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Pink,Design,Standard,,,STB-PNK-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,17,STASHBOX Pink Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Pink,Design,Custom Upload,,,STB-PNK-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,18,STASHBOX Pink Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Red,Design,Standard,,,STB-RED-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,19,STASHBOX Red Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Red,Design,Custom Upload,,,STB-RED-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,20,STASHBOX Red Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,White Premium,Design,Standard,,,STB-WHT-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,21,STASHBOX White Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,White Premium,Design,Custom Upload,,,STB-WHT-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,22,STASHBOX White Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Yellow,Design,Standard,,,STB-YLW-STD,250,shopify,100,deny,manual,29.99,39.99,TRUE,TRUE,,,23,STASHBOX Yellow Standard,,,,,,,,,,,,g,,15,TRUE,,,TRUE,,,
stashbox-custom,,,,,,,,,Yellow,Design,Custom Upload,,,STB-YLW-CUS,250,shopify,50,deny,manual,34.99,44.99,TRUE,TRUE,,,24,STASHBOX Yellow Custom,,,,,,,,,,,,g,,18,TRUE,,,TRUE,,,
